City_ID,City,Country,date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
299,Olafsvik,IS,2021-1205 20:48:49,64.8945,-23.7142,41.32,90,100,2.44
300,Tigil,RU,2021-1205 20:48:49,57.8,158.6667,21.38,91,100,19.91
301,Vao,NC,2021-1205 20:48:50,-22.6667,167.4833,74.82,84,100,17.47
302,Killybegs,IE,2021-1205 20:48:50,54.6333,-8.45,42.51,78,100,16.24
303,Umm Lajj,SA,2021-1205 20:48:50,25.0213,37.2685,75.85,75,9,10.4
304,Romuli,RO,2021-1205 20:48:51,47.5333,24.4333,34.03,91,100,2.51
305,Carnarvon,AU,2021-1205 20:44:41,-24.8667,113.6333,75.27,69,0,20.71
306,Oranjemund,NA,2021-1205 20:48:51,-28.55,16.4333,62.82,90,46,6.71
307,Kattivakkam,IN,2021-1205 20:48:51,13.2167,80.3167,81.07,91,1,3.69
308,Zamora,EC,2021-1205 20:48:52,-4.0692,-78.9567,85.24,88,88,2.98
309,Son La,VN,2021-1205 20:48:52,21.3167,103.9,49.66,81,21,2.13
310,Wanning,CN,2021-1205 20:48:52,18.8003,110.3967,62.11,73,60,9.13
311,Albox,ES,2021-1205 20:48:53,37.3886,-2.1495,55.85,64,93,11.45
312,Agirish,RU,2021-1205 20:48:53,61.9247,63.0231,-5.73,97,100,3.15
313,Dingle,PH,2021-1205 20:48:53,10.9995,122.6711,71.2,91,37,6.96
314,Lewiston,US,2021-1205 20:46:19,44.1003,-70.2148,37.74,57,1,4.61
315,Sitka,US,2021-1205 20:48:54,57.0531,-135.33,33.69,80,90,8.05
316,Sibolga,ID,2021-1205 20:48:54,1.7427,98.7792,75.13,88,94,3.91
317,Havelock,US,2021-1205 20:44:52,34.8791,-76.9013,66.43,72,20,4.0
318,Ndola,ZM,2021-1205 20:48:54,-12.9587,28.6366,72.68,43,55,5.35
319,Dali,CN,2021-1205 20:48:55,25.7,100.1833,45.91,92,43,0.51
320,Gogrial,SS,2021-1205 20:49:55,8.5332,28.1004,81.88,26,84,5.23
321,Araguaina,BR,2021-1205 20:45:19,-7.1911,-48.2072,78.33,82,98,5.39
322,Burns Lake,CA,2021-1205 20:49:56,54.2331,-125.7533,8.02,63,100,1.5
323,Kavieng,PG,2021-1205 20:49:56,-2.5744,150.7967,82.47,80,95,7.14
324,The Pas,CA,2021-1205 20:49:56,53.8251,-101.2541,-5.78,71,40,12.66
325,Calabazar De Sagua,CU,2021-1205 20:49:56,22.6447,-79.8961,81.07,78,75,9.22
326,Pennagaram,IN,2021-1205 20:49:57,12.1333,77.9,72.01,85,41,3.06
327,Trimbak,IN,2021-1205 20:49:57,19.9333,73.55,62.8,84,0,3.4
328,Luba,GQ,2021-1205 20:49:57,3.4568,8.5547,80.82,84,87,6.4
329,Dikson,RU,2021-1205 20:49:58,73.5069,80.5464,-0.63,94,100,8.84
330,Zhuzhou,CN,2021-1205 20:49:58,27.8333,113.15,41.13,50,0,2.17
331,Tual,ID,2021-1205 20:49:58,-5.6667,132.75,82.67,78,98,13.67
332,Arlit,NE,2021-1205 20:49:59,18.7369,7.3853,70.12,16,2,8.52
333,Vostok,RU,2021-1205 20:49:59,46.4856,135.8833,14.76,92,27,5.88
334,Longyearbyen,SJ,2021-1205 20:49:59,78.2186,15.6401,12.04,79,75,14.97
335,Vigia Del Fuerte,CO,2021-1205 20:50:00,6.5789,-76.8863,80.71,92,100,2.26
336,Jalgaon,IN,2021-1205 20:50:00,21.0167,75.5667,68.2,53,2,2.62
337,Teacapan,MX,2021-1205 20:50:00,22.55,-105.75,81.03,60,100,7.99
338,Bakchar,RU,2021-1205 20:50:01,57.0186,82.0711,27.95,91,100,11.77
339,Labuhan,ID,2021-1205 20:50:01,-6.8844,112.2051,78.08,81,100,8.19
340,Yar-Sale,RU,2021-1205 20:50:01,66.8333,70.8333,-16.33,93,15,14.61
341,Sao Joao Da Barra,BR,2021-1205 20:45:13,-21.6403,-41.0511,80.69,82,7,14.38
342,Bataipora,BR,2021-1205 20:50:02,-22.2953,-53.2711,92.19,29,23,6.06
343,Goure,NE,2021-1205 20:50:02,13.9835,10.2704,76.01,13,10,9.91
344,Grand Gaube,MU,2021-1205 20:50:02,-20.0064,57.6608,79.2,66,8,5.01
345,Maceio,BR,2021-1205 20:46:29,-9.6658,-35.7353,80.04,89,75,10.36
346,Port Hardy,CA,2021-1205 20:50:03,50.6996,-127.4199,36.75,100,90,0.0
347,Innisfail,AU,2021-1205 20:50:03,-17.5333,146.0333,80.89,67,86,7.05
348,Amapa,BR,2021-1205 20:50:04,1.0,-52.0,74.68,97,91,2.75
349,Santander,ES,2021-1205 20:48:23,43.4647,-3.8044,53.31,77,40,11.99
350,Siilinjarvi,FI,2021-1205 20:50:04,63.0833,27.6667,5.02,85,20,5.75
351,Belgrade,RS,2021-1205 20:44:56,44.804,20.4651,39.54,92,100,5.75
352,Cervo,ES,2021-1205 20:50:05,43.6702,-7.4101,53.96,83,99,13.78
353,Hambantota,LK,2021-1205 20:50:05,6.1241,81.1185,77.13,89,9,6.24
354,Angoche,MZ,2021-1205 20:50:05,-16.2325,39.9086,80.1,82,3,10.38
355,Ures,MX,2021-1205 20:50:06,29.4333,-110.4,82.08,18,0,7.72
356,Huarmey,PE,2021-1205 20:50:06,-10.0681,-78.1522,69.21,81,100,10.6
357,Okha,RU,2021-1205 20:50:06,53.5739,142.9478,8.58,92,86,6.96
358,San Gabriel,US,2021-1205 20:50:07,34.0961,-118.1058,83.01,66,40,3.44
359,Salym,RU,2021-1205 20:50:07,60.0625,71.4789,-8.12,99,71,4.47
360,Tiarei,PF,2021-1205 20:50:07,-17.5333,-149.3333,86.02,72,64,16.93
361,Kamaishi,JP,2021-1205 20:50:08,39.2667,141.8833,39.22,74,6,8.41
362,Majene,ID,2021-1205 20:50:08,-3.5403,118.9707,76.96,86,100,7.4
363,Shenjiamen,CN,2021-1205 20:50:08,29.9576,122.298,54.93,68,0,7.58
364,Buzmeyin,TM,2021-1205 20:51:09,38.0507,58.2056,37.13,100,36,4.61
365,Mattru,SL,2021-1205 20:51:09,7.6244,-11.8332,76.78,86,59,3.4
366,Harlingen,US,2021-1205 20:47:29,26.1906,-97.6961,86.09,47,1,18.41
367,Plouzane,FR,2021-1205 20:51:10,48.3833,-4.6167,49.08,76,20,10.36
368,Ucluelet,CA,2021-1205 20:50:28,48.9329,-125.5528,41.09,76,100,1.01
369,Saldanha,ZA,2021-1205 20:51:10,-33.0117,17.9442,60.85,93,13,16.62
370,Pochutla,MX,2021-1205 20:51:10,15.7432,-96.4661,88.83,43,0,8.16
371,Isiro,CD,2021-1205 20:51:11,2.7739,27.616,66.78,98,100,2.62
372,Martapura,ID,2021-1205 20:51:11,-3.4167,114.85,77.09,94,90,4.61
373,Iqaluit,CA,2021-1205 20:51:11,63.7506,-68.5145,10.13,66,90,23.0
374,Longkou,CN,2021-1205 20:51:12,37.6508,120.3286,44.96,69,96,10.8
375,Vardo,NO,2021-1205 20:51:12,70.3705,31.1107,8.35,79,14,21.77
376,San Cristobal,VE,2021-1205 20:51:12,7.7669,-72.225,80.78,47,76,5.12
377,Buchanan,LR,2021-1205 20:51:13,5.8808,-10.0467,75.16,82,75,7.11
378,Salina,US,2021-1205 20:49:19,38.8403,-97.6114,64.85,39,1,18.41
379,Staraya Kulatka,RU,2021-1205 20:51:13,52.7167,47.6167,24.53,91,9,4.59
380,Marawi,PH,2021-1205 20:51:13,7.9986,124.2928,63.64,96,100,1.5
381,Mashhad,IR,2021-1205 20:51:14,36.297,59.6062,37.54,87,0,4.61
382,College,US,2021-1205 20:51:14,64.8569,-147.8028,5.9,77,75,0.0
383,Moron,AR,2021-1205 20:48:46,-34.6534,-58.6198,77.95,71,26,8.52
384,Dawlatabad,AF,2021-1205 20:51:14,36.4141,64.9053,46.87,68,0,4.41
385,Belmonte,BR,2021-1205 20:48:22,-15.8631,-38.8828,79.3,81,0,5.75
386,Zheleznodorozhnyy,RU,2021-1205 20:51:15,55.7503,38.0042,28.62,98,95,2.57
387,Ternate,ID,2021-1205 20:46:58,0.8,127.4,81.68,81,91,10.63
388,Hobyo,SO,2021-1205 20:51:15,5.3505,48.5268,78.73,76,11,17.07
389,Santa Maria Da Vitoria,BR,2021-1205 20:51:16,-13.3947,-44.1886,73.69,88,16,1.83
390,Weinan,CN,2021-1205 20:51:16,34.5036,109.5089,28.09,52,0,4.65
391,Teknaf,BD,2021-1205 20:51:16,20.8624,92.3058,74.03,86,87,5.3
392,Koutsouras,GR,2021-1205 20:51:17,35.0339,25.9469,61.11,79,8,11.7
393,Sawakin,SD,2021-1205 20:51:17,19.1059,37.3321,81.43,68,0,6.46
394,Tenabo,MX,2021-1205 20:51:17,20.05,-90.2333,90.39,26,0,2.51
395,Eureka,US,2021-1205 20:51:18,40.8021,-124.1637,55.58,86,70,7.74
396,Adrar,MR,2021-1205 20:51:18,20.5022,-10.0711,63.61,12,100,10.31
397,Broome,US,2021-1205 20:51:19,42.2506,-75.833,42.22,57,75,1.01
398,Saint-Ambroise,CA,2021-1205 20:51:19,48.5501,-71.3324,12.69,67,100,4.61
399,Longonjo,AO,2021-1205 20:51:19,-12.9067,15.2533,65.16,86,100,1.72
400,Mastic Beach,US,2021-1205 20:51:20,40.7668,-72.8521,48.4,49,1,1.99
401,Saint George,US,2021-1205 20:51:20,37.1041,-113.5841,71.35,28,1,3.44
402,Tyrma,RU,2021-1205 20:51:21,50.0833,132.1667,7.0,98,100,1.28
403,Porosozero,RU,2021-1205 20:51:21,62.7191,32.727,13.78,95,98,7.92
404,Yuncheng,CN,2021-1205 20:46:36,35.0231,110.9928,39.25,50,2,5.77
405,Heyang,CN,2021-1205 20:51:21,26.1011,107.473,46.62,89,0,2.39
406,Ilulissat,GL,2021-1205 20:52:22,69.2167,-51.1,25.41,76,100,7.43
407,Vanavara,RU,2021-1205 20:52:22,60.34,102.2797,2.82,97,100,2.59
408,Broken Hill,AU,2021-1205 20:52:22,-31.95,141.4333,65.91,39,58,6.91
409,Kuybysheve,UA,2021-1205 20:52:23,47.358,36.6491,33.17,97,100,0.6
410,Kjollefjord,NO,2021-1205 20:52:23,70.9457,27.3465,30.25,80,0,21.85
411,Gananoque,CA,2021-1205 20:52:23,44.3334,-76.1661,35.67,72,100,6.38
412,Kawalu,ID,2021-1205 20:52:24,-7.3817,108.2082,73.51,92,100,1.68
413,Port Hedland,AU,2021-1205 20:52:24,-20.3167,118.5667,91.45,27,100,14.97
414,Thinadhoo,MV,2021-1205 20:52:24,0.5333,72.9333,81.86,80,100,18.66
415,Severo-Yeniseyskiy,RU,2021-1205 20:52:25,60.3725,93.0408,8.8,96,100,3.09
416,Lahij,YE,2021-1205 20:52:25,13.1667,44.5833,72.27,72,84,5.1
417,Bambanglipuro,ID,2021-1205 20:52:25,-7.95,110.2833,64.6,90,99,5.88
418,Benin,BJ,2021-1205 20:52:26,9.5,2.25,79.59,22,100,4.0
419,Okhotsk,RU,2021-1205 20:52:26,59.3833,143.3,-13.76,88,19,9.24
420,Weston,US,2021-1205 20:52:26,26.1004,-80.3998,83.01,69,40,4.0
421,Shiraz,IR,2021-1205 20:52:27,29.6036,52.5388,44.04,39,50,4.61
422,Tangermunde,DE,2021-1205 20:52:27,52.5446,11.9765,37.15,64,100,5.3
423,Bonanza,NI,2021-1205 20:52:27,14.0289,-84.591,83.07,61,33,5.79
424,Gazanjyk,TM,2021-1205 20:52:27,39.2446,55.5154,47.66,59,99,8.86
425,Eyl,SO,2021-1205 20:52:28,7.9803,49.8164,76.3,66,56,16.35
426,Kanniyakumari,IN,2021-1205 20:52:28,8.0833,77.5667,79.56,83,67,10.02
427,Diamantino,BR,2021-1205 20:52:29,-14.4086,-56.4461,81.91,82,99,0.6
428,Bud,US,2021-1205 20:52:29,39.447,-86.1758,56.59,86,100,13.24
429,Casambalangan,PH,2021-1205 20:52:29,18.3765,122.1274,71.1,86,89,5.82
430,Kabare,CD,2021-1205 20:52:30,-2.4683,28.8242,61.32,94,100,1.14
431,Pisco,PE,2021-1205 20:52:30,-13.7,-76.2167,73.45,73,40,6.91
432,Flin Flon,CA,2021-1205 20:52:30,54.7682,-101.865,-9.56,64,20,9.22
433,Camargo,MX,2021-1205 20:52:31,27.6667,-105.1667,75.51,16,100,8.9
434,Nalut,LY,2021-1205 20:52:31,30.3333,10.85,48.47,33,0,9.06
435,Harper,LR,2021-1205 20:52:31,4.375,-7.7169,80.69,80,9,8.34
436,Vylkove,UA,2021-1205 20:52:32,45.4021,29.586,49.77,93,100,13.49
437,Pouebo,NC,2021-1205 20:52:32,-20.4,164.5667,80.29,75,14,8.75
438,Tateyama,JP,2021-1205 20:52:32,34.9833,139.8667,47.01,74,100,10.6
439,Praia,CV,2021-1205 20:48:34,14.9215,-23.5087,73.94,78,0,16.11
440,Barcelos,PT,2021-1205 20:51:21,41.5388,-8.6151,52.29,91,60,5.86
441,Melfort,CA,2021-1205 20:52:33,52.8667,-104.6177,-3.24,71,100,10.36
442,Kikwit,CD,2021-1205 20:52:33,-5.041,18.8162,70.99,97,100,1.77
443,Baoqing,CN,2021-1205 20:52:34,46.3317,132.2111,27.12,86,81,7.27
444,Sakakah,SA,2021-1205 20:52:34,29.9697,40.2064,65.77,32,100,10.92
445,Channel-Port Aux Basques,CA,2021-1205 20:52:34,47.5702,-59.1367,32.85,67,100,27.98
446,Altar,MX,2021-1205 20:52:34,30.7,-111.8167,78.48,15,0,6.58
447,Blois,FR,2021-1205 20:52:35,47.5833,1.3333,43.38,83,95,12.55
448,Milpitas,US,2021-1205 20:52:35,37.4283,-121.9066,70.5,74,75,5.75
449,Ayaviri,PE,2021-1205 20:52:35,-14.8864,-70.5889,55.98,54,100,5.44
450,Sobolevo,RU,2021-1205 20:52:36,54.4299,31.8996,24.12,98,100,4.79
451,Coshocton,US,2021-1205 20:52:36,40.272,-81.8596,53.73,57,100,1.99
452,Werda,BW,2021-1205 20:52:36,-25.2667,23.2833,68.38,73,100,3.76
453,Destin,US,2021-1205 20:44:44,30.3935,-86.4958,75.83,81,90,10.36
454,Morondava,MG,2021-1205 20:53:37,-20.2833,44.2833,80.74,70,98,5.77
455,Norfolk,US,2021-1205 20:53:37,42.1668,-71.2495,45.72,47,92,0.78
456,Wanxian,CN,2021-1205 20:53:38,30.8039,108.3897,52.23,76,0,3.98
457,Norman,US,2021-1205 20:53:38,35.2226,-97.4395,77.02,43,1,20.71
458,Kudahuvadhoo,MV,2021-1205 20:53:38,2.6708,72.8944,82.24,75,83,15.61
459,Rancho Palos Verdes,US,2021-1205 20:53:39,33.7445,-118.387,77.94,78,0,4.0
460,Itoman,JP,2021-1205 20:53:39,26.1247,127.6694,68.02,65,20,8.05
461,Sorland,NO,2021-1205 20:53:39,67.667,12.6934,24.87,69,96,9.89
462,Westport,US,2021-1205 20:53:40,41.1415,-73.3579,48.18,54,85,4.52
463,Karratha,AU,2021-1205 20:53:40,-20.7377,116.8463,84.04,35,20,13.67
464,Dunedin,NZ,2021-1205 20:53:40,-45.8742,170.5036,54.81,66,99,3.0
465,Marion,US,2021-1205 20:50:36,39.7684,-86.1555,54.91,87,90,9.22
466,Waipawa,NZ,2021-1205 20:53:41,-41.4122,175.5153,52.45,96,100,6.82
467,Kant,IN,2021-1205 20:53:41,27.8,79.8,65.19,63,30,5.06
468,Belyy Yar,RU,2021-1205 20:53:41,53.6039,91.3903,12.09,78,73,2.24
469,Chornoliztsi,UA,2021-1205 20:53:42,48.8303,24.8958,25.36,97,98,1.74
470,Rabo De Peixe,PT,2021-1205 20:53:42,37.8,-25.5833,63.28,96,75,4.61
471,Mayumba,GA,2021-1205 20:53:42,-3.432,10.6554,78.73,91,99,2.17
472,San Quintin,MX,2021-1205 20:53:43,30.4833,-115.95,65.25,69,0,14.0
473,Matay,EG,2021-1205 20:53:43,28.419,30.7792,58.75,62,47,3.06
474,Udachnyy,RU,2021-1205 20:53:43,66.4167,112.4,-22.56,74,100,16.67
475,Korla,CN,2021-1205 20:53:43,41.7597,86.1469,29.84,47,100,2.28
476,Cibitoke,BI,2021-1205 20:53:44,-2.8833,29.25,61.75,88,100,4.34
477,Bollnas,SE,2021-1205 20:53:44,61.3482,16.3946,15.39,95,100,3.29
478,Walvis Bay,NA,2021-1205 20:53:02,-22.9575,14.5053,67.15,55,0,13.8
479,Ponta Delgada,PT,2021-1205 20:53:44,37.7333,-25.6667,64.51,63,75,4.61
480,Kyrylivka,UA,2021-1205 20:53:45,46.3759,35.3675,40.46,81,88,4.09
481,Saint-Denis,FR,2021-1205 20:53:45,48.9167,2.3333,43.29,93,75,3.0
482,Denpasar,ID,2021-1205 20:52:55,-8.65,115.2167,82.06,83,75,17.27
483,Goderich,CA,2021-1205 20:51:30,43.7501,-81.7165,33.91,74,100,13.8
484,Taoudenni,ML,2021-1205 20:53:46,22.6783,-3.9836,64.17,19,100,9.93
485,Hualmay,PE,2021-1205 20:53:46,-11.0964,-77.6139,69.12,80,100,10.22
486,Richards Bay,ZA,2021-1205 20:52:43,-28.783,32.0377,76.87,78,93,16.08
487,Hit,IQ,2021-1205 20:53:46,33.6416,42.8251,55.78,43,5,9.57
488,Statesboro,US,2021-1205 20:53:47,32.4488,-81.7832,73.71,43,40,6.91
489,Duldurga,RU,2021-1205 20:53:47,50.6761,113.5931,13.84,78,9,5.23
490,Madang,PG,2021-1205 20:53:47,-5.2246,145.7966,78.89,88,94,1.99
491,Puerto Carreno,CO,2021-1205 20:53:48,6.189,-67.4859,93.18,49,40,10.36
492,Ganzhou,CN,2021-1205 20:53:48,28.8184,115.4327,47.93,56,0,2.39
493,Beloha,MG,2021-1205 20:53:48,-25.1667,45.05,73.76,87,0,5.55
494,Pilar,BR,2021-1205 20:50:39,-9.5972,-35.9567,78.73,86,66,7.25
495,Alekseyevsk,RU,2021-1205 20:53:49,57.8406,108.3492,19.38,94,100,10.02
496,Aksu,CN,2021-1205 20:53:49,41.1231,80.2644,29.52,47,100,2.86
497,Namibe,AO,2021-1205 20:53:49,-15.1961,12.1522,72.99,62,1,9.4
498,Huntington,US,2021-1205 20:53:22,38.4193,-82.4452,63.54,58,100,5.01
499,Cockburn Town,TC,2021-1205 20:54:50,21.4612,-71.1419,80.62,76,48,20.09
500,Constitucion,CL,2021-1205 20:54:50,-35.3333,-72.4167,68.0,58,5,5.48
501,Blagoveshchensk,RU,2021-1205 20:54:50,50.2667,127.5333,3.81,85,20,0.0
502,Blagoyevo,RU,2021-1205 20:54:51,63.3667,47.9167,6.53,98,74,4.97
503,Gujan-Mestras,FR,2021-1205 20:54:51,44.6333,-1.0667,48.38,76,75,10.36
504,Taganak,PH,2021-1205 20:54:52,6.0833,118.3,77.14,70,59,8.03
505,Grootfontein,NA,2021-1205 20:54:52,-19.5667,18.1167,72.97,68,10,12.66
506,Shasta Lake,US,2021-1205 20:54:52,40.6804,-122.3708,71.92,38,100,2.8
507,Shakawe,BW,2021-1205 20:54:53,-18.3667,21.85,72.88,64,100,0.74
508,Necochea,AR,2021-1205 20:54:53,-38.5473,-58.7368,68.04,57,0,11.45
509,Ust-Kuyga,RU,2021-1205 20:54:53,70.0167,135.6,-24.03,100,100,3.42
510,Muroto,JP,2021-1205 20:54:53,33.2833,134.15,53.98,65,95,9.13
511,Qaqortoq,GL,2021-1205 20:54:54,60.7167,-46.0333,23.76,85,100,27.54
512,Kavarskas,LT,2021-1205 20:54:54,55.4333,24.9167,15.06,94,100,8.77
513,Monreal,PH,2021-1205 20:54:54,12.644,123.6648,76.5,80,70,10.94
514,Komsomolskiy,UZ,2021-1205 20:54:55,40.4272,71.7189,40.42,75,100,4.61
515,Reconquista,AR,2021-1205 20:54:55,-29.15,-59.65,92.44,29,9,7.58
516,Gao,ML,2021-1205 20:54:55,16.6362,1.637,77.61,10,12,7.87
517,Deputatskiy,RU,2021-1205 20:54:56,69.3,139.9,-23.78,97,100,2.75
518,Kirkland Lake,CA,2021-1205 20:50:28,48.1446,-80.0377,10.69,79,100,5.99
519,Port-Gentil,GA,2021-1205 20:54:57,-0.7193,8.7815,82.36,83,40,11.5
520,Grindavik,IS,2021-1205 20:54:57,63.8424,-22.4338,41.47,87,75,17.27
521,Ilo,PE,2021-1205 20:54:57,-17.6394,-71.3375,67.64,82,100,4.36
522,Lompoc,US,2021-1205 20:54:58,34.6391,-120.4579,79.11,45,1,11.5
523,Urgut,UZ,2021-1205 20:54:58,39.4022,67.2431,29.82,68,0,2.24
524,Sola,VU,2021-1205 20:54:58,-13.8833,167.55,80.58,74,8,6.82
525,Grande Prairie,CA,2021-1205 20:54:58,55.1667,-118.8027,-5.62,71,20,4.61
526,Garleni,RO,2021-1205 20:54:59,46.6667,26.8,36.54,93,90,5.75
527,Mizan Teferi,ET,2021-1205 20:54:59,6.9833,35.5833,65.01,69,74,2.48
528,North Battleford,CA,2021-1205 20:54:59,52.7834,-108.2847,-2.6,65,40,12.66
529,Aykhal,RU,2021-1205 20:55:00,66.0,111.5,-24.59,96,100,9.73
530,Ulcinj,ME,2021-1205 20:55:00,41.9294,19.2244,54.93,80,100,23.44
531,Pacific Grove,US,2021-1205 20:55:00,36.6177,-121.9166,72.81,77,20,3.0
532,Bonga,ET,2021-1205 20:55:01,7.2833,36.2333,62.89,76,80,1.23
533,Floro,NO,2021-1205 20:55:01,61.5996,5.0328,35.96,69,75,18.41
534,Arman,RU,2021-1205 20:55:01,59.7,150.1667,-15.18,94,32,6.71
535,Mathbaria,BD,2021-1205 20:55:02,22.2876,89.9593,69.46,97,100,6.24
536,Ubinskoye,RU,2021-1205 20:55:02,55.3068,79.6802,24.08,92,57,12.35
537,Mizdah,LY,2021-1205 20:55:02,31.4451,12.9801,48.04,35,0,11.05
538,Virden,US,2021-1205 20:55:03,39.5009,-89.7679,57.38,90,100,17.69
539,Smithers,CA,2021-1205 20:55:03,54.7804,-127.1743,14.32,92,90,0.0
540,Shingu,JP,2021-1205 20:55:03,33.7333,135.9833,51.91,89,98,5.41
541,Matagami,CA,2021-1205 20:55:03,49.7502,-77.6328,8.71,78,90,6.91
542,Pindobacu,BR,2021-1205 20:56:04,-10.7417,-40.3608,72.73,85,15,4.74
543,Los Llanos De Aridane,ES,2021-1205 20:56:04,28.6585,-17.9182,64.15,68,75,10.0
544,Coolum Beach,AU,2021-1205 20:56:05,-26.5333,153.1,72.34,86,65,8.88
545,Henties Bay,NA,2021-1205 20:56:05,-22.116,14.2845,60.85,87,0,7.65
546,Tres Arroyos,AR,2021-1205 20:56:05,-38.3739,-60.2798,70.65,49,82,6.22
547,Beidao,CN,2021-1205 20:56:06,34.5686,105.8933,37.69,50,0,1.48
548,Hovd,MN,2021-1205 20:56:06,48.0056,91.6419,19.29,56,100,1.81
549,Ferrol,ES,2021-1205 20:55:26,43.4832,-8.2369,52.57,81,91,8.97
550,Ullapool,GB,2021-1205 20:53:59,57.8987,-5.1604,38.35,79,97,6.78
551,Kibray,UZ,2021-1205 20:56:06,41.3873,69.4641,39.72,79,39,2.1
552,Ikom,NG,2021-1205 20:54:13,5.9667,8.7063,80.78,69,100,3.47
553,Gambo,CF,2021-1205 20:56:07,4.6482,22.2633,75.38,72,100,2.64
554,Camacha,PT,2021-1205 20:56:07,33.0833,-16.3333,63.36,63,75,12.66
555,Aromashevo,RU,2021-1205 20:56:07,56.8602,68.6375,15.66,98,100,4.38
556,Charta,CO,2021-1205 20:56:08,7.2803,-72.9678,69.33,84,95,2.04
557,Caceres,ES,2021-1205 20:56:08,39.522,-6.3748,46.8,91,23,8.21
558,Sanandaj,IR,2021-1205 20:55:43,35.3144,46.9923,42.42,31,4,1.45
559,Gat,IL,2021-1205 20:56:09,31.61,34.7642,61.39,100,4,6.8
560,Bandarbeyla,SO,2021-1205 20:55:39,9.4942,50.8122,76.95,63,5,17.92
561,Abu Dhabi,AE,2021-1205 20:56:09,24.4667,54.3667,72.97,66,0,0.0
562,Dongli,CN,2021-1205 20:56:09,23.5656,116.8194,53.58,94,0,0.0
563,Dicabisagan,PH,2021-1205 20:56:10,17.0818,122.4157,70.63,89,93,6.31
564,Mazyr,BY,2021-1205 20:56:10,52.0495,29.2456,30.49,86,100,6.96
